Key,File,Type,UsedInMainMenu,NoTranslate,english
qt_burialPatrolCarNoteDesc,items,Missing Patrol Car,,,"After discovering the Crowd Control mod could be further modified to stop Rad regeneration, Sheriff Rosco P. Coltrane was tasked with delivering the new mod design to Central Operations.\nHe never arrived. Police believe he was ambushed by the Hazzard Gang and their young kid; 'Duke' - real name Cletus Hogg III.\nThe dusty notebook contains a map to the last known location of his Patrol Car.\n[Note! On completion this quest will show as 'Failed'. As long as you retrieve the loot you are fine.]"  
pigeonSpawn,items,Homing Pigeons,,,"Intercept Homing Pigeon"
quest_SpawnHomingPigeon1,Quest,Challenge Info,,,Intercept Puffy the Homing Pigeon
quest_SpawnHomingPigeon1Name,Quest,Homing Pigeons,,,[00B4FF]Intercept Puffy the Homing Pigeon[-]
quest_SpawnHomingPigeon1Desc,Quest,Challenge Info,,,"Some kind of pigeon. Intercept the pigeon to see what going on. \n\nIf you dont succeed, maybe you'll see the pigeon again.\n\n\n\n[Pigeons Carry Diseases Storyline]"
quest_SpawnHomingPigeon2,Quest,Challenge Info,,,Intercept Coco the Homing Pigeon
quest_SpawnHomingPigeon2Name,Quest,Homing Pigeons,,,[00B4FF]Intercept Coco the Homing Pigeon[-]
quest_SpawnHomingPigeon2Desc,Quest,Challenge Info,,,"Another pigeon. Intercept it to see what going on. \n\nIf you dont succeed, maybe you'll see the pigeon again.\n\n\n\n[Pigeons Carry Diseases Storyline]"
quest_SpawnHomingPigeon3,Quest,Challenge Info,,,Intercept Plop the Homing Pigeon
quest_SpawnHomingPigeon3Name,Quest,Homing Pigeons,,,[00B4FF]Intercept Plop the Homing Pigeon[-]
quest_SpawnHomingPigeon3Desc,Quest,Challenge Info,,,"A third pigeon. Intercept it to see what going on. \n\nIf you dont succeed, maybe you'll see the pigeon again.\n\n\n\n[Pigeons Carry Diseases Storyline]"
quest_SpawnHomingPigeon4,Quest,Challenge Info,,,Intercept Sparkle the Homing Pigeon
quest_SpawnHomingPigeon4Name,Quest,Homing Pigeons,,,[00B4FF]Intercept Sparkle the Homing Pigeon[-]
quest_SpawnHomingPigeon4Desc,Quest,Challenge Info,,,"A fourth pigeon. Intercept it to see what going on. \n\nIf you dont succeed the pigeon will probably come back a few more times.\n\n[Pigeons Carry Diseases Storyline]"
quest_ScoutTraderWasteland,Quest,Quest Info,,,Scout Trader - Wasteland
quest_ScoutTraderWasteland1,Quest,Quest Info,,,Scout Trader - Wasteland 1/1
quest_ScoutTraderWasteland1_description,Quest,Quest Info,,,"Check out this Trader in the Wastelands. \nYou are thirsty for information. Snoop around, someone might dish some juice and spill the tea." 
quest_ScoutTraderWasteland1_hint1,Quest,Quest Info,,,[FFB400]Follow the on-screen navigation icon and head towards the trader.[-]
quest_ScoutTraderWasteland1_hint2,Quest,Quest Info,,,[FFB400]Follow the navigation icon to find the trader inside.\nTry checking the trader's inventory to complete this quest.[-]
quest_ScoutTraderWasteland1_subtitle,Quest,Quest Info,,,Scout Trader
quest_ScoutTraderSnow,Quest,Quest Info,,,Scout Trader - Snow
quest_ScoutTraderSnow1,Quest,Quest Info,,,Scout Trader - Snow 1/1
quest_ScoutTraderSnow1_description,Quest,Quest Info,,,"Recon the Trader living out in the snow biome. Scout out their location and see if you can pick up any interesting local chatter."
quest_ScoutTraderSnow1_hint1,Quest,Quest Info,,,[FFB400]Follow the on-screen navigation icon and head towards the trader.[-]
quest_ScoutTraderSnow1_hint2,Quest,Quest Info,,,[FFB400]Follow the navigation icon to find the trader inside.\Try checking the trader's inventory to complete this quest.[-]
quest_ScoutTraderSnow1_subtitle,Quest,Interloper,,,[FFB400]Scout Trader[-]
quest_Interloper_ScoutTraderOne,Quest,Interloper,,,"Visit the Trader and chat with them, see if you can pick up any info on any Special Supply drops. \nThey probably don't trust you but its worth a try.\n\n[Interloper storyline]"
quest_Interloper_ScoutTraderOneName,Quest,Interloper,,,[FFB400]Scout Trader for info.[-]
quest_Interloper_ScoutTraderOne_description,Quest,Interloper,,,"Visit the Trader and chat with them, see if you can pick up any info on any Special Supply drops. \nThey probably don't trust you but its worth a try.\n\n[Interloper storyline]"
quest_Interloper_ScoutTraderOne_hint1,Quest,Interloper,,,[FFB400]Suss out the Trader.[-]
quest_Interloper_ScoutTraderOne_hint2,Quest,Interloper,,,[FFB400]Chat with the trader inside.[-]
quest_Interloper_ScoutTraderOne_subtitle,Quest,Interloper,,,Chat to the Trader.
quest_Interloper_ScoutTraderTwo,Quest,Interloper,,,"The first had no interest in talking about any Supply Crates. Try visit another Trader to see if there's anything going around about this Special Supply drop. \nIf you're ignored again, there's always something else you can try.\n\n[Interloper storyline]"
quest_Interloper_ScoutTraderTwoName,Quest,Interloper,,,[FFB400]Scout 2nd Trader for info.[-]
quest_Interloper_ScoutTraderTwo_description,Quest,Interloper,,,"The first Trader had no interest in talking about any Supply Crates. Visit another Trader and see if there's anything going around about any Special Supply drops. \nIf you're ignored again, there's always something else you can try.\n\n[Interloper storyline]"
quest_Interloper_ScoutTraderTwo_hint1,Quest,Interloper,,,[FFB400]Check out the Trader.[-]
quest_Interloper_ScoutTraderTwo_hint2,Quest,Interloper,,,[FFB400]See if the Trader will talk to you.[-]
quest_Interloper_ScoutTraderTwo_subtitle,Quest,Interloper,,,Scout 2nd Trader for info.
quest_Interloper_MaliciousActorName,Quest,Interloper,,,[FFB400]The Sound of Silence.[-]
quest_Interloper_MaliciousActor,Quest,Interloper,,,"Interloper: The Sound of Silence"
quest_Interloper_MaliciousActor_description,Quest,Interloper,,,"Not getting anywhere with the Traders you decide to set up some surveilance near a Trader to listen in on any local chatter or radio traffic\n\nBuild a Signal Receiver and place it in your base, then build a Signal Capture and Transmitter device. Place the SCT device near a Trader, it will pick any chatter related to SUPPLY CRATES or DROPS. The Signal Receiver will send a notification if/when anything is received.\n\n[Interloper storyline]"
quest_Interloper_MaliciousActor_hint1,Quest,Interloper,,,[FFB400]Gather Signal Receiver(SR).[-]
quest_Interloper_MaliciousActor_hint2,Quest,Interloper,,,[FFB400]Place Signal Receiver(SR).[-]
quest_Interloper_MaliciousActor_hint3,Quest,Interloper,,,[FFB400]Gather Signal Capture and Transmitter(SCT).[-]
quest_Interloper_MaliciousActor_hint4,Quest,Interloper,,,[FFB400]Locate a suitable Trader.[-]
quest_Interloper_MaliciousActor_hint5,Quest,Interloper,,,[FFB400]Place the SCT near the Trader[-]
quest_Interloper_MaliciousActor_subtitle,Quest,Interloper,,,The Sound of Silence.
quest_Interloper_InterceptTheSupplies,Quest,Interloper,,,"Intercept The Supplies"
quest_Interloper_InterceptTheSupplies_description,Quest,Interloper,,,"Your evesdropping has given you an opportunity to intercept a valuable Supply Drop intended for the Duke. Its been dropped at an abandoned base by mistake. At least one squad was sent to retrieve it but never returned.\n\nYou dont know if the drop was moved or still where it landed. The drop has a weak location signal but if you can get the bases' network power working it will amplify the Supply Drop's beacon. The place sounds brutal and was abandoned in a hurry so there's probably still a main loot stash somewhere. [DECEA3]The priority is to secure the Supply Crate whatever way you can.[-]\n\nYou may need explore to find the drop location, you only have a hint that its somewhere in the wasteland.  [Interloper storyline]"
quest_Interloper_InterceptTheSuppliesName,Quest,Interloper,,,[FFB400]Intercept The Supplies[-]
quest_Interloper_InterceptTheSupplies_subtitle,Quest,Interloper,,,Intercept The Supplies
quest_Interloper_InterceptTheSupplies_hint1,Quest,Interloper,,,[FFB400]Locate the Supplies.[-]
quest_Interloper_InterceptTheSupplies_hint2,Quest,Interloper,,,[FFB400]Locate the Supplies.[-]
quest_Interloper_EpilogueName,Quest,Interloper,,,[FFB400]Trust Must Be Earned[-]
quest_Interloper_Epilogue,Quest,Interloper,,,"Trust Must Be Earned"
quest_Interloper_Epilogue_description,Quest,Interloper,,,"You got an offer to trade the special magazines you picked up from the supply crate loot. \n\nGet a drop bag of the magazines. Then go to the drop point and place it down somwhere near. Once placed you will pick up your trade at another location for everyone's safety and privacy. \n[Interloper Storyline]"
quest_Interloper_Epilogue_hint1,Quest,Interloper,,,"Gather the Magazine Dropbag." 
quest_Interloper_Epilogue_hint2,Quest,Interloper,,,[FFB400]Go to the drop point.[-]
quest_Interloper_Epilogue_hint3,Quest,Interloper,,,[FFB400]Place the Dropbag on the ground somewhere.[-]
quest_Interloper_Epilogue_hint4,Quest,Interloper,,,[FFB400]Pick up the Trade Drop.[-]
quest_Interloper_Epilogue_subtitle,Quest,Interloper,,,Epilogue.
quest_InterloperStoryEpilogue,Quest,Interloper,,,"Interloper Storyline"
interloperSupplyDropSpawn,items,Interloper,,,"Locate Supply Drop."
interloperSupplyDropSpawnDesc,items,Interloper,,,"Locate the Supply Drop and recover the special package."
interloperSupplyDropSpawnSubtitle,items,Interloper,,,"Recover Package."
quest_PigeonsEpilogueTest,Quest,Pigeon Fancier,,,"TEST."
quest_PigeonsEpilogue,Quest,Pigeon Fancier,,,"An easy steal"
quest_PigeonsEpilogue_description,Quest,Pigeon Fancier,,,"Seems the pigeon fancier cant keep his mouth shut. Go and investigate and see if there's anything worth taking.\n\n[Pigeons Carry Diseases storyline]"
quest_PigeonsEpilogue_offer,Quest,Pigeon Fancier,,,"Another dead pigeon, another loot cache. Grab the loot before anyone else picks it up.\n\n[Pigeons Carry Diseases storyline]"
quest_PigeonsEpilogueName,Quest,Pigeon Fancier,,,[00B4FF]Steal the cache[-]
quest_PigeonsEpilogue_subtitle,Quest,Pigeon Fancier,,,Steal the cache
quest_PigeonsEpilogue_hint1,Quest,Pigeon Fancier,,,[00B4FF]Steal the cache[-]
quest_PigeonsEpilogue_hint2,Quest,Pigeon Fancier,,,[00B4FF]Steal the cache[-]
quest_PigeonsEpilogueSpawn,items,Interloper,,,"You're being hunted! Kill the Pigeon Fancier!"
quest_PigeonsEpilogueSpawnDesc,items,Interloper,,,"You are being hunted! Looks like someone deosn't appreciate your pigeon interaction skills and is hunting you.\nKill the Pigeon Fancier!\n\n[Pigeons Carry Diseases storyline]" 
quest_PigeonsEpilogueSpawnName,items,Interloper,,,[00B4FF]Hunted![-]
quest_PigeonsEpilogueSpawn_hint1,Quest,Pigeon Fancier,,,[00B4FF]Kill the Pigeon Fancier[-]
quest_InterloperEpilogueSpawn,items,Interloper,,,"Find the trade drop."
quest_InterloperEpilogueSpawnDesc,items,Interloper,,,"Pick up drop for the trade deal."
quest_InterloperEpilogueSpawnName,items,Interloper,,,[FFB400]Find the supply crate.[-]
buffInterloperSpyMessageReceived,buffs,Buff,,,<<|>>
buffInterloperFirstSpyMessageReceived,buffs,Interloper,,,"First Interloper Transmission Received."
buffInterloperFirstSpyMessageReceivedDesc,buffs,Interloper,,,"The Signal Receiver has received its first data dump from the spy device that you placed near the Trader.\nActivate(E) the Signal Receiver to retrieve the data, might be something useful about the Special Supply Drop.\n\nYou can always create and place another Signal Receiver if you dont have the original."
buffInterloperFirstSpyMessageReceivedName,buffs,Interloper,,,"First Interloper Transmission Received."
buffInterloperFirstSpyMessageReceivedTooltip,buffs,Interloper,,,"First Interloper Transmission Received. Activate(E) the Signal Receiver to retrieve the msg."
buffInterloperSecondSpyMessageReceived,buffs,Interloper,,,"Second Interloper Transmission Received."
buffInterloperSecondSpyMessageReceivedDesc,buffs,Interloper,,,"The Signal Receiver has received a second data dump from the spy device that you placed near the Trader.\nActivate(E) the Signal Receiver to retrieve the data, might be something useful about the Special Supply Drop.\n\nYou can always create and place another Signal Receiver if you dont have the original."
buffInterloperSecondSpyMessageReceivedName,buffs,Interloper,,,"Second Interloper Transmission Received."
buffInterloperSecondSpyMessageReceivedTooltip,buffs,Interloper,,,"Second Interloper Transmission Received. Activate(E) the Signal Receiverto retrieve the msg."
buffInterloperThirdSpyMessageReceived,buffs,Interloper,,,"Third Interloper Transmission Received."
buffInterloperThirdSpyMessageReceivedDesc,buffs,Interloper,,,"The Signal Receiver has received a third data dump from the spy device that you placed near the Trader.\nActivate(E) the Signal Receiver to retrieve the data. Maybe something to do with the Special Supply Drop.\n\nYou can always create and place another Signal Receiver if you dont have the original."
buffInterloperThirdSpyMessageReceivedName,buffs,Interloper,,,"Third Interloper Transmission Received."
buffInterloperThirdSpyMessageReceivedTooltip,buffs,Interloper,,,"Third Interloper Transmission Received. Activate(E) the Signal Receiver to retrieve the msg."
interloperSpecialMagOne,items,Magazine,,,"Leather & Horses Vol 3. June 1982"
interloperSpecialMagOneDesc,items,Magazine,,,"Summer fun with stirrups. See the latest trends modelled by Summer Daisy and Tricky Silver.\n\nSpecial expose: Petunia shows off her 16.2HH rump."
interloperSpecialMagTwo,items,Magazine,,,"Leather & Horses Vol 7. March 1983"
interloperSpecialMagTwoDesc,items,Magazine,,,"Luscious Braids: A review of this years sexiest braid patterns. \nContinental or Western - which is more appealing? Glossy pics inside!"
interloperSpecialMagThree,items,Magazine,,,"Leather & Horses Vol 21. August 1985"
interloperSpecialMagThreeDesc,items,Magazine,,,"Special Collectors Centerfolds Edition: All your favorite models showing of their ass ets.\nSpecial appearances by your old favorites; Dreamy, Bluebell and Calliope."
interloperSpecialMagFour,items,Magazine,,,"Leather & Horses Vol 23. December 1985"
interloperSpecialMagFourDesc,items,Magazine,,,"Winter Special: Snuggle up with your favourite models for the holidays. By popular demand we have a special centerfold guest: Clementine shows us her reindeer cosplay with extra large horns and exquisite shoe fashion."
interloperSpecialTissues,items,Tissues,,,"Box of Tissues."
interloperSpecialTissuesDesc,items,Tissues,,,"Box of extra soft tissues.\n\nNot useful to you."
interloperMicrophone,items,Tissues,,,"Microphone."
interloperMicrophoneDesc,items,Tissues,,,"Small microphone.\n\nUsed in the Interloper:Signal Receiver recipe."
interloperRewardBookOne,items,Book,,,"Plissken's Survival Techniques Vol 1." 
interloperRewardBookTwo,items,Book,,,"Plissken's Survival Techniques Vol 2." 
interloperRewardBookThree,items,Book,,,"Plissken's Survival Techniques Vol 3." 
interloperRewardBookFour,items,Book,,,"Plissken's Survival Techniques Vol 4." 
interloperRewardBookFive,items,Book,,,"Plissken's Survival Techniques Vol 5." 
buffInterloperRewardBookOne,buffs,Buff,,,"Plissken's Survival Techniques Vol 1." 
buffInterloperRewardBookOneDesc,buffs,Buff,,,"Plissken's Survival Techniques Series: Volume One of Four. An indepth analysis by some guy named Plissken, seems to know what he's talking about. Reading this volume on health will:\nIncrease your Max Health by 30.\nIncrease natural healing speed 0.15h/sec.\nDecrease food loss per health gained by 50%\nIncrease your GameStage by 30.\n\n[DECEA3]Changes are permanent for the rest of the game.[-]"
buffInterloperRewardBookTwo,buffs,Buff,,,"Plissken's Survival Techniques Vol 2." 
buffInterloperRewardBookTwoDesc,buffs,Buff,,,"Plissken's Survival Techniques Series: Volume Two of Four. Plissken's second volume focusing on fitness. Reading this volume on fitness will:\nIncrease Max Stamina by 30.\nIncrease stamina regen speed by 10%\nDecrease water loss per stamina gained by 50%\nIncrease your Gamestage by 25.\n\n[DECEA3]Changes are permanent for the rest of the game.[-]"
buffInterloperRewardBookThree,buffs,Buff,,,"Plissken's Survival Techniques Vol 3." 
buffInterloperRewardBookThreeDesc,buffs,Buff,,,"Plissken's Survival Techniques Series: Volume Three of Four. A study of speed and surprise in warfare. Reading this volume will:\nIncrease Run, Walk & Crouch Speeds by 10%.\nIncrease Jump Strength by 10%.\nIncrease Attacks per Minute by 10%.\nIncrease Reload Speed by 15%.\nIncrease Scavenging Speed by 20%.\nIncrease your GameStage by 25.\n\n[DECEA3]Changes are permanent for the rest of the game.[-]"
buffInterloperRewardBookFour,buffs,Buff,,,"Plissken's Survival Techniques Vol 4." 
buffInterloperRewardBookFourDesc,buffs,Buff,,,"Plissken's Survival Techniques Series: Volume Four of Four. Plissken's notes on sticky fingers. Reading this volume will:\nReduce Lockpicking time by 97%\nLockpicking is always successful.\nIncrease loot quantity for safes and treasured by 25%. \nIncrease your GameStage by 20.\n\n[DECEA3]Changes are permanent for the rest of the game.[-]"
buffInterloperRewardBookFive,buffs,Buff,,,"Plissken's Survival Techniques Vol 5." 
buffInterloperRewardBookFiveDesc,buffs,Buff,,,"Plissken's Survival Techniques Series: Volume Five of Five.\nIncrease General Damage Resist by 25%.\nIncrease Elemental Damage Resist by 25%.\nIncrease Physical Damage Resist by 25%.\nIncrease GameStage by 50.\n\nChanges are permanent for the rest of the game."		
interloperSupplyCrateMagazineBundle,items,Bundle,,,"Special Magazine Bundle"
interloperSupplyCrateMagazineBundleDesc,items,Bundle,,,"A bundle of interesting 'collectors' Magazines. If this was the Duke's special delivery then someone might be willing to pay some good money to get their hands on it. Probably worth keeping for a bit.\n\n[Interloper Storyline]"
interloperSupplyCrateDukesBundle,items,Bundle,,,"Personal Supply Package"
interloperSupplyCrateDukesBundleDesc,items,Bundle,,,"Supply package for the Duke's personal use. There is something in here that everyone seems to want to get their hands on."
interloperSupplyCrateAmmoBundle,items,Bundle,,,"Ammo Supplies"
interloperSupplyCrateAmmoBundleDesc,items,Bundle,,,"Personal ammo resupply box. Open when space available."
interloperEpilogueRewardBundle,items,Bundle,,,"A Bundle of Survival books"
interloperEpilogueRewardBundleDesc,items,Bundle,,,"A Bundle of Plissken's Survival Training books."
interloperSecretDrop,items,Supply Drop,,,"Missing Supply Drop"
interloperTradeDrop,items,Trade Drop,,,"Interloper Epilogue Trade Drop"
interloperTradeDropBag,items,Bundle,,,"Magazine Drop Bag"
interloperTradeDropBagDesc,items,Bundle,,,"Used to trade the unique contents of the Special Supply Drop."
ObjectiveTreasureChest_keyword,Quest,Keywords,,,Distance:
ttTreasureRadiusReduced,UI,Tooltip,,,.
buriedPatrolCar,Quest,Challenge Info,,,Missing Patrol Car
buriedPatrolCar_offer,Quest,Challenge Info,,,"After discovering the Crowd Control mod could be further modified to stop Rad regeneration, Sheriff Rosco P. Coltrane was tasked with delivering the mod design to Central Operations.\nHe never arrived. Police believe he was ambushed by the Hazzard Gang and their young kid; 'Duke' - real name Cletus Hogg III.\nThe dusty notebook contains a map to the last known location of his Patrol Car. Well armed and caution are advised.\n\n[Note! On completion this quest will show as 'Failed'. As long as you retrieve the loot you are fine.]"  
graveRobbingOne,Quest,Challenge Info,,,Mary calls to you from the grave.
graveRobbingOne_offer,Quest,Challenge Info,,,"A cursed burial site and a dream. Seek Mary's Revenge!"
graveRobbingOneCoffinClosed,blocks,Block,,,Decayed Coffin Closed
graveRobbingOneCoffinCracked,blocks,Block,,,Decayed Coffin Cracked
graveRobbingOneCoffinOpen,blocks,Block,,,Decayed Coffin Open
graveRobbingCoffinRandomHelper,blocks,Block,,,= Grave Robbing Coffin = Random Helper =
graveRobbingCoffinRandomHelperDesc,blocks,Block,,,Grave Robbing Coffin helper - used for spawning Grave Robbing Coffins
advancedClothingMesh,items,Item,,,Advanced Clothing Mesh
advancedClothingMeshDesc,items,Item,,,Clothing Mesh for the CrowdControl recipe. \nOnly found in forced opened Police Cars.
hafniumHydrideMagnet,items,Item,,,Hafnium Hydride Magnet
hafniumHydrideMagnetDesc,items,Item,,,Exotic HfH2 Magnet for the CrowdControl recipe. \nOnly found in forced opened Police Cars.
chargedNiCdBattery,items,Item,,,Cobalt Oxide Battery
chargedNiCdBatteryDesc,items,Item,,,Cobalt Oxide Battery for the CrowdControl recipe. \nOnly found in forced opened Police Cars.
modCrowdControl,item_modifiers,Mod,,,Crowd Control Mod  
modCrowdControlDesc,item_modifiers,Mod,,,Tikola Nesla's Crowd Control Mod. Originally developed to keep his relative's kids at a distance during family barbecues.\nToned down for Military & Police operations.\n - 25% chance to ragdoll-shock on contact\n - Disables Rad regen for 90sec\n - Reduces HP loss by 5%\n - Installs in chest armour\n\n  	[Parts found in forced open police cars]
modCrowdControlSchematic,item_modifiers,mod,,,Schematic for Tikola Nesla's CrowdControl Mod
modShotgunBlockDamage,item_modifiers,Mod,,,Block Damage Shotgun Mod 
modShotgunBlockDamageDesc,item_modifiers,Mod,,,"Reduces almost all shotgun damage to Cobblestone, Concrete & Steel Blocks.\nDamage to Wood Blocks increased by 400%" 
modM60DrumMagazine,item_modifiers,Mod,,,High Capacity Magazine Mod
modM60DrumMagazineDesc,item_modifiers,Mod,,,"Drum magazine for the M60. Double the capacity of standard Drum Magazines."
modMilitaryStructuralBrace,item_modifiers,Mod,,,Specialist Structural Brace
modMilitaryStructuralBraceDesc,item_modifiers,Mod,,,"Rare experimental Brace made from a combination of fluoroelastomer and polytetrafluoroethylene. Has a polymetric lipid nanparticle sheathing.\n\nThis modification is for melee weapons, tools and bows: \n - lowers Degradation by 25%.\n - increases Block and Entity damage by 10%." 
resourceGoreBlockHumanBones,items,Item,,,Human Remains
resourceGoreBlockHumanCorpse1,items,Item,,,Human Remains
resourceGoreBlockHumanCorpse2,items,Item,,,Human Remains
resourceConeConstruction,items,Item,,,Construction Cone
resourceCobweb,items,Item,,,Cobweb
resourcegGraveStone,items,Item,,,Battered Old Gravestone
resourceHubcap,items,Item,,,Hubcap
resourceYoDawg,items,Item,,,"Yo dawg, I heard you like police cars ..."
resourceLetterV,items,Item,,,V
resourceLetterE,items,Item,,,E
resourceLetterN,items,Item,,,N
resourceLetterG,items,Item,,,G
resourceLetterC,items,Item,,,C
resourceLetterA,items,Item,,,A
resourcePigeonPoop,items,Item,,,Bird shit.
resourcePigeonLice,items,Item,,,Lice.
resourcePigeonMush,items,Item,,,Bits of tapeworm.
resourcePigeonTracker,items,Item,,,PigTag.
resourcePigeonTrackerDesc,items,Item,,,PigTag - Pigeon Tracker\n\nNot useful to you.
resourcePigeonBand1,items,Item,,,Puffy's ID band. 
resourcePigeonBand2,items,Item,,,CooCoo's ID band. 
resourcePigeonBand3,items,Item,,,Plop's ID band.
resourcePigeonBand4,items,Item,,,Sparkle's ID band.
